country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Reunion,24e3,25e3,3e4,4e4,47e3,56e3,66e3,6e4,62e3,62e3,66e3,68e3,69e3,69e3,74e3,74e3,73e3,72e3,72e3,71e3,7e4
Romania,1638e3,1613e3,1348e3,1546e3,1807e3,1785e3,1429e3,1994e3,1879e3,1964e3,164e4,1709e3,1184e3,1106e3,1049e3,1042e3,994e3,936e3,861e3,807e3,787e3
Russia,9911e3,12221e3,7333e3,9856e3,12338e3,1288e4,1151e4,9358e3,10256e3,10897e3,12155e3,12169e3,8157e3,6452e3,699e4,7579e3,7762e3,7281e3,6487e3,592e4,592e4
Rwanda,226e3,26e4,299e3,326e3,384e3,46e4,601e3,622e3,684e3,541e3,1019e3,1175e3,1059e3,1161e3,1355e3,1581e3,1804e3,1875e3,1869e3,1893e3,1984e3
Saint Lucia,8e3,8e3,9e3,9e3,1e4,12e3,15e3,15e3,15e3,14e3,16e3,17e3,17e3,16e3,14e3,15e3,15e3,14e3,14e3,13e3,13e3
Saint Vincent and the Grenadines,6e3,8e3,7e3,9e3,1e4,12e3,13e3,13e3,12e3,12e3,11e3,11e3,11e3,1e4,9e3,9e3,8e3,8e3,8e3,7e3,7e3
Samoa,8e3,1e4,12e3,13e3,17e3,19e3,2e4,18e3,21e3,18e3,18e3,2e4,22e3,24e3,23e3,18e3,17e3,18e3,19e3,19e3,17e3
Sao Tome and Principe,3e3,3e3,4e3,5e3,8e3,9e3,1e4,11e3,12e3,16e3,18e3,17e3,19e3,2e4,22e3,23e3,23e3,23e3,24e3,24e3,24e3
Saudi Arabia,317e3,357e3,406e3,476e3,572e3,724e3,909e3,1232e3,1512e3,176e4,199e4,2288e3,2564e3,2637e3,2765e3,2798e3,2905e3,2966e3,2956e3,2882e3,2768e3
Senegal,244e3,275e3,309e3,338e3,374e3,465e3,549e3,678e3,821e3,971e3,1117e3,1274e3,1449e3,1602e3,1776e3,2015e3,2124e3,216e4,2188e3,2238e3,2305e3
Serbia,693e3,623e3,533e3,722e3,777e3,68e4,666e3,676e3,71e4,774e3,774e3,715e3,646e3,578e3,59e4,563e3,554e3,541e3,522e3,507e3,503e3
Sierra Leone,192e3,208e3,23e4,246e3,246e3,276e3,314e3,358e3,421e3,431e3,463e3,539e3,59e4,693e3,822e3,91e4,986e3,1038e3,1095e3,1147e3,1196e3
Singapore,98e3,127e3,145e3,191e3,247e3,292e3,287e3,25e4,253e3,224e3,252e3,283e3,373e3,327e3,255e3,215e3,212e3,232e3,253e3,252e3,229e3
Slovak Republic,305e3,294e3,32e4,376e3,457e3,439e3,407e3,377e3,429e3,475e3,449e3,412e3,361e3,289e3,26e4,275e3,281e3,269e3,247e3,227e3,217e3
Slovenia,136e3,127e3,122e3,142e3,148e3,133e3,141e3,138e3,144e3,151e3,14e4,126e3,104e3,95e3,92e3,1e5,104e3,1e5,93e3,89e3,88e3
Solomon Islands,1e4,1e4,13e3,12e3,16e3,19e3,23e3,28e3,37e3,41e3,46e3,51e3,58e3,64e3,69e3,73e3,75e3,76e3,78e3,8e4,81e3
Somalia,218e3,248e3,261e3,303e3,376e3,426e3,663e3,678e3,715e3,74e4,717e3,847e3,937e3,1126e3,1322e3,1498e3,1687e3,1865e3,2065e3,2254e3,2396e3
South Africa,134e4,1469e3,1673e3,1907e3,2337e3,2709e3,3032e3,3511e3,3985e3,4401e3,4779e3,5028e3,4994e3,4916e3,5027e3,5029e3,5051e3,4895e3,4763e3,4658e3,4554e3
Spain,2624e3,2288e3,2421e3,2631e3,2655e3,2943e3,3226e3,3281e3,3309e3,316e4,2618e3,2323e3,2201e3,2143e3,2386e3,261e4,2683e3,2551e3,2369e3,2314e3,2415e3
Sri Lanka,756e3,844e3,97e4,1185e3,1305e3,1521e3,1576e3,1668e3,1716e3,1841e3,1841e3,1784e3,1563e3,1432e3,1677e3,1713e3,1657e3,1525e3,1387e3,1325e3,1315e3
Sudan,93e4,1053e3,12e5,1379e3,153e4,1785e3,2097e3,2501e3,2871e3,3296e3,3736e3,4138e3,4692e3,5198e3,5441e3,5654e3,5806e3,5962e3,6107e3,6193e3,62e5
Suriname,21e3,22e3,24e3,31e3,4e4,42e3,48e3,43e3,43e3,39e3,46e3,47e3,44e3,5e4,5e4,45e3,44e3,43e3,43e3,42e3,39e3
Swaziland,28e3,31e3,35e3,42e3,48e3,55e3,64e3,76e3,94e3,106e3,131e3,147e3,156e3,149e3,147e3,155e3,164e3,169e3,168e3,163e3,161e3
Sweden,415e3,448e3,594e3,626e3,553e3,536e3,569e3,578e3,565e3,509e3,507e3,591e3,626e3,497e3,525e3,575e3,577e3,595e3,601e3,585e3,575e3
Switzerland,331e3,324e3,409e3,486e3,451e3,466e3,505e3,49e4,426e3,398e3,418e3,437e3,455e3,43e4,405e3,407e3,41e4,427e3,443e3,45e4,452e3
Syria,363e3,392e3,441e3,522e3,688e3,811e3,968e3,1167e3,1413e3,1743e3,2106e3,2266e3,2236e3,2273e3,2549e3,2853e3,2912e3,2736e3,2589e3,2523e3,2519e3
Tajikistan,172e3,201e3,15e4,166e3,268e3,367e3,468e3,488e3,543e3,58e4,683e3,83e4,848e3,837e3,824e3,858e3,922e3,939e3,904e3,844e3,795e3
Tanzania,797e3,909e3,1047e3,1229e3,1384e3,1654e3,1942e3,2295e3,271e4,3257e3,3729e3,4251e3,4758e3,5429e3,6431e3,7595e3,8594e3,9191e3,9701e3,10214e3,10721e3
Thailand,2238e3,2532e3,2586e3,3044e3,3861e3,4624e3,5496e3,5978e3,6083e3,5772e3,5327e3,5347e3,5328e3,4927e3,4817e3,4826e3,4796e3,4666e3,4538e3,443e4,4348e3
Timor-Leste,44e3,48e3,51e3,56e3,62e3,69e3,75e3,73e3,85e3,77e3,84e3,109e3,131e3,159e3,161e3,196e3,233e3,269e3,291e3,299e3,304e3
Togo,13e4,141e3,156e3,171e3,213e3,243e3,279e3,344e3,418e3,491e3,587e3,663e3,735e3,811e3,885e3,944e3,1005e3,1038e3,106e4,1079e3,1093e3
Tonga,5e3,6e3,7e3,9e3,11e3,1e4,12e3,12e3,11e3,1e4,12e3,1e4,11e3,11e3,13e3,13e3,11e3,11e3,11e3,11e3,11e3
Trinidad and Tobago,54e3,64e3,81e3,93e3,109e3,12e4,134e3,119e3,115e3,123e3,148e3,137e3,105e3,89e3,88e3,92e3,94e3,89e3,82e3,76e3,73e3
Tunisia,336e3,355e3,357e3,389e3,543e3,639e3,737e3,808e3,86e4,946e3,1023e3,1052e3,955e3,807e3,76e4,792e3,829e3,826e3,804e3,744e3,702e3
Turkey,2425e3,235e4,24e5,3e6,3802e3,4399e3,4966e3,5379e3,6206e3,6642e3,6909e3,653e4,6812e3,6873e3,6509e3,6538e3,6449e3,6309e3,6132e3,5962e3,5878e3
Turkmenistan,122e3,145e3,112e3,141e3,208e3,282e3,333e3,343e3,375e3,425e3,48e4,561e3,564e3,475e3,496e3,504e3,512e3,497e3,46e4,428e3,423e3
Uganda,56e4,537e3,674e3,802e3,984e3,1123e3,1313e3,1562e3,1887e3,2238e3,2676e3,319e4,3808e3,4436e3,5194e3,6115e3,6981e3,7753e3,836e4,8823e3,9193e3
Ukraine,3056e3,4372e3,2959e3,3081e3,3868e3,4126e3,3942e3,3442e3,3624e3,3648e3,3804e3,3611e3,2787e3,2088e3,1961e3,2225e3,2359e3,2264e3,2016e3,1803e3,1739e3
United Arab Emirates,7e3,8e3,9e3,15e3,2e4,39e3,56e3,76e3,133e3,166e3,232e3,251e3,238e3,319e3,366e3,366e3,387e3,371e3,369e3,388e3,415e3
United Kingdom,3316e3,3312e3,3572e3,4273e3,3858e3,4128e3,468e4,4528e3,3898e3,3435e3,3659e3,397e4,3963e3,3737e3,3619e3,3878e3,3934e3,4043e3,4089e3,4043e3,3998e3
United States,11217e3,11404e3,13803e3,17341e3,19444e3,21258e3,21009e3,18624e3,17923e3,18439e3,20373e3,21705e3,22413e3,21892e3,22424e3,23373e3,23374e3,23417e3,23287e3,23211e3,23481e3
Uruguay,2e5,2e5,204e3,219e3,227e3,237e3,246e3,235e3,26e4,275e3,255e3,257e3,266e3,258e3,248e3,242e3,236e3,231e3,224e3,217e3,212e3
Uzbekistan,636e3,789e3,59e4,684e3,1105e3,1598e3,1904e3,1907e3,2101e3,2311e3,27e5,312e4,3182e3,2763e3,2526e3,2535e3,2686e3,272e4,2605e3,24e5,2216e3
Vanuatu,5e3,6e3,7e3,8e3,9e3,11e3,13e3,13e3,14e3,17e3,2e4,24e3,27e3,29e3,31e3,34e3,36e3,36e3,37e3,38e3,39e3
Venezuela,5e5,578e3,727e3,922e3,1134e3,1383e3,1732e3,1875e3,1972e3,2276e3,2487e3,2705e3,2728e3,2765e3,2848e3,292e4,2936e3,2905e3,2855e3,2802e3,2743e3
Vietnam,2773e3,2528e3,2516e3,2836e3,4178e3,5149e3,6126e3,6864e3,6964e3,7779e3,8263e3,8955e3,9044e3,7728e3,7301e3,7096e3,7093e3,7042e3,6974e3,6677e3,6413e3
Virgin Islands (U.S.),2e3,2e3,3e3,5e3,5e3,7e3,11e3,11e3,1e4,8e3,9e3,8e3,9e3,8e3,7e3,7e3,6e3,6e3,6e3,5e3,4e3
West Bank and Gaza,99e3,111e3,119e3,129e3,11e4,123e3,17e4,195e3,246e3,272e3,317e3,408e3,473e3,583e3,651e3,707e3,755e3,798e3,838e3,872e3,893e3
Western Sahara,1e3,2e3,4e3,5e3,7e3,8e3,16e3,17e3,2e4,26e3,34e3,44e3,48e3,5e4,53e3,58e3,64e3,67e3,66e3,62e3,59e3
"Yemen, Rep.",43e4,474e3,53e4,612e3,706e3,783e3,922e3,1098e3,1319e3,1648e3,2078e3,2513e3,2896e3,3148e3,337e4,3823e3,4194e3,4459e3,4574e3,4612e3,4645e3
Zambia,241e3,275e3,314e3,367e3,407e3,49e4,593e3,724e3,858e3,1005e3,1128e3,1283e3,1442e3,1694e3,1936e3,2188e3,2396e3,2562e3,268e4,2771e3,286e4
Zimbabwe,278e3,315e3,371e3,391e3,551e3,657e3,788e3,949e3,1149e3,1377e3,159e4,1658e3,1656e3,162e4,1598e3,1676e3,1799e3,1909e3,1892e3,1821e3,1782e3
